data;abertura;maxima;minima;fechamento;vol_reais;variacao_percentual;cotacao_dia_dolar;cotacao_dia_sep_500;cotacao_petroleo
2024-03-13;127.668;128.53;127.439;128.006;8840000.0;0.26;4.97;5165.31;84.03
2024-03-12;126.124;128.039;126.121;127.668;9480000.0;1.22;4.9718;5175.27;81.92
2024-03-11;127.068;127.068;126.065;126.124;8900000.0;-0.75;4.9771;5117.94;82.21
2024-03-08;128.335;128.338;125.802;127.071;11940000.0;-0.99;4.9806;5123.69;82.08
2024-03-07;128.89;129.188;128.033;128.34;7350000.0;-0.43;4.935;5157.36;82.96
2024-03-06;128.099;129.323;128.099;128.89;11060000.0;0.62;4.9446;5104.76;82.96
2024-03-05;128.336;128.989;127.823;128.098;9690000.0;-0.19;4.9581;5078.65;82.04
2024-03-04;129.176;129.307;128.278;128.341;7970000.0;-0.65;4.9458;5130.95;82.8
2024-03-01;129.026;129.716;128.717;129.18;9770000.0;0.12;4.9541;5137.08;83.55
2024-02-29;130.155;130.155;128.669;129.02;12000000.0;-0.87;4.9716;5096.27;83.62
2024-02-28;131.685;131.685;129.771;130.155;9050000.0;-1.16;4.9675;5069.76;83.68
2024-02-27;129.613;131.696;129.613;131.689;10050000.0;1.61;4.9335;5078.18;83.65
2024-02-26;129.417;129.978;129.077;129.609;7440000.0;0.15;4.9799;5069.53;82.53
2024-02-23;130.24;130.624;129.077;129.419;9230000.0;-0.63;4.9951;5088.8;81.62
2024-02-22;130.035;130.829;129.971;130.241;10770000.0;0.16;4.9605;5087.03;83.67
2024-02-21;129.916;130.034;129.359;130.032;12590000.0;0.09;4.9358;4981.8;83.03
2024-02-20;129.033;129.916;128.326;129.916;12240000.0;0.68;4.9275;4975.51;82.34
2024-02-19;128.72;129.036;128.097;129.036;5800000.0;0.24;4.9564;;83.56
2024-02-16;127.809;129.069;127.653;128.726;10120000.0;0.72;4.9665;5005.57;83.47
2024-02-15;127.018;127.824;126.932;127.804;10980000.0;0.62;4.9732;5029.73;82.86
2024-02-14;128.026;128.026;126.663;127.018;7750000.0;-0.79;4.969;5000.62;81.6
2024-02-09;128.216;128.896;127.579;128.026;12120000.0;-0.15;4.9517;5026.61;82.19
2024-02-08;129.95;130.126;127.912;128.217;13630000.0;-1.33;4.992;4997.91;81.63
2024-02-07;130.412;130.552;129.426;129.95;15430000.0;-0.36;4.9685;4995.06;79.21
2024-02-06;127.593;130.417;127.593;130.416;13780000.0;2.21;4.9634;4954.23;78.59
2024-02-05;127.182;127.834;126.443;127.593;9640000.0;0.32;4.9854;4942.81;77.99
2024-02-02;128.471;128.878;126.628;127.182;10980000.0;-1.01;4.9699;4958.61;77.33
2024-02-01;127.752;128.481;127.284;128.481;10230000.0;0.57;4.9163;4906.19;78.7
2024-01-31;127.402;129.558;127.326;127.752;12500000.0;0.28;4.9526;4845.65;81.71
2024-01-30;128.492;128.492;127.105;127.402;10040000.0;-0.86;4.9516;4924.97;82.87
2024-01-29;128.97;129.068;127.853;128.503;8760000.0;-0.36;4.9518;4927.93;82.4
2024-01-26;128.196;129.252;127.869;128.967;8510000.0;0.62;4.9168;4890.97;83.55
2024-01-25;127.815;128.697;127.803;128.169;8760000.0;0.28;4.9165;4894.16;82.43
2024-01-24;128.275;129.446;127.68;127.816;8820000.0;-0.35;4.9335;4868.55;80.04
2024-01-23;126.612;128.331;126.612;128.263;9370000.0;1.31;4.9535;4864.6;79.55
2024-01-22;127.636;127.843;125.876;126.602;9510000.0;-0.81;4.9892;4850.43;80.06
2024-01-19;127.319;127.82;126.533;127.636;11960000.0;0.25;4.931;4839.81;78.56
2024-01-18;128.524;129.047;127.316;127.316;12460000.0;-0.94;4.9269;4780.94;79.1
2024-01-17;129.293;129.296;128.312;128.524;9950000.0;-0.6;4.9349;4739.21;77.88
2024-01-16;131.515;131.517;129.147;129.294;11910000.0;-1.69;4.9258;4765.98;78.29
2024-01-15;130.988;131.606;130.253;131.521;5750000.0;0.41;4.8628;;78.15
2024-01-12;130.652;131.927;130.41;130.988;10660000.0;0.26;4.8539;4783.83;78.29
2024-01-11;130.841;131.308;129.898;130.649;9760000.0;-0.15;4.87;4780.24;77.41
2024-01-10;131.447;131.628;130.438;130.841;8960000.0;-0.46;4.8909;4783.45;76.8
2024-01-09;132.424;132.426;131.203;131.447;9290000.0;-0.74;4.9038;4756.5;77.59
2024-01-08;132.023;132.498;131.015;132.427;8500000.0;0.31;4.87;4763.54;76.12
2024-01-05;131.218;132.635;130.579;132.023;9200000.0;0.61;4.8743;4697.24;78.76
2024-01-04;132.831;132.885;131.024;131.226;8970000.0;-1.21;4.8968;4688.68;77.59
2024-01-03;132.697;133.576;132.25;132.834;8700000.0;0.1;4.9198;4704.81;78.25
2024-01-02;134.186;134.195;132.095;132.697;8440000.0;-1.11;4.9235;4742.83;75.89
